L_1_1=	0.000000	U_1_1=	160.000000
L_2_1=	30.000000	U_2_1=	160.000000
L_3_1=	0.000000	U_3_1=	80.000000
L_4_1=	0.000000	U_4_1=	10.000000
L_1_2=	20.000000	U_1_2=	150.000000
L_2_2=	10.000000	U_2_2=	150.000000
L_3_2=	0.000000	U_3_2=	75.000000
L_4_2=	0.000000	U_4_2=	5.000000
L_1_3=	0.000000	U_1_3=	2147483647.000000
L_2_3=	40.000000	U_2_3=	2147483647.000000
L_3_3=	0.000000	U_3_3=	2147483647.000000
L_4_3=	0.000000	U_4_3=	2147483647.000000
L_1_1=	0.000000	U_1_1=	2552.000000
L_2_1=	0.000000	U_2_1=	957.000000
L_3_1=	0.000000	U_3_1=	1369.500000
L_4_1=	0.000000	U_4_1=	5104.000000
L_5_1=	0.000000	U_5_1=	5104.000000
L_6_1=	0.000000	U_6_1=	1276.000000
L_7_1=	0.000000	U_7_1=	3190.000000
L_8_1=	0.000000	U_8_1=	1144.000000
L_9_1=	0.000000	U_9_1=	1914.000000
L_10_1=	0.000000	U_10_1=	3190.000000
L_1_2=	0.000000	U_1_2=	2320.000000
L_2_2=	0.000000	U_2_2=	870.000000
L_3_2=	0.000000	U_3_2=	1245.000000
L_4_2=	0.000000	U_4_2=	4640.000000
L_5_2=	0.000000	U_5_2=	4640.000000
L_6_2=	0.000000	U_6_2=	1160.000000
L_7_2=	0.000000	U_7_2=	2900.000000
L_8_2=	0.000000	U_8_2=	1040.000000
L_9_2=	0.000000	U_9_2=	1740.000000
L_10_2=	0.000000	U_10_2=	2900.000000
L_1_3=	0.000000	U_1_3=	2088.000000
L_2_3=	0.000000	U_2_3=	783.000000
L_3_3=	0.000000	U_3_3=	1120.500000
L_4_3=	0.000000	U_4_3=	4176.000000
L_5_3=	0.000000	U_5_3=	4176.000000
L_6_3=	0.000000	U_6_3=	1044.000000
L_7_3=	0.000000	U_7_3=	2610.000000
L_8_3=	0.000000	U_8_3=	936.000000
L_9_3=	0.000000	U_9_3=	1566.000000
L_10_3=	0.000000	U_10_3=	2610.000000
L_1_4=	0.000000	U_1_4=	1856.000000
L_2_4=	0.000000	U_2_4=	696.000000
L_3_4=	0.000000	U_3_4=	996.000000
L_4_4=	0.000000	U_4_4=	3712.000000
L_5_4=	0.000000	U_5_4=	3712.000000
L_6_4=	0.000000	U_6_4=	928.000000
L_7_4=	0.000000	U_7_4=	2320.000000
L_8_4=	0.000000	U_8_4=	832.000000
L_9_4=	0.000000	U_9_4=	1392.000000
L_10_4=	0.000000	U_10_4=	2320.000000
L_1_5=	0.000000	U_1_5=	1624.000000
L_2_5=	0.000000	U_2_5=	609.000000
L_3_5=	0.000000	U_3_5=	871.500000
L_4_5=	0.000000	U_4_5=	3248.000000
L_5_5=	0.000000	U_5_5=	3248.000000
L_6_5=	0.000000	U_6_5=	812.000000
L_7_5=	0.000000	U_7_5=	2030.000000
L_8_5=	0.000000	U_8_5=	728.000000
L_9_5=	0.000000	U_9_5=	1218.000000
L_10_5=	0.000000	U_10_5=	2030.000000
L_1_6=	0.000000	U_1_6=	1392.000000
L_2_6=	0.000000	U_2_6=	522.000000
L_3_6=	0.000000	U_3_6=	747.000000
L_4_6=	0.000000	U_4_6=	2784.000000
L_5_6=	0.000000	U_5_6=	2784.000000
L_6_6=	0.000000	U_6_6=	696.000000
L_7_6=	0.000000	U_7_6=	1740.000000
L_8_6=	0.000000	U_8_6=	624.000000
L_9_6=	0.000000	U_9_6=	1044.000000
L_10_6=	0.000000	U_10_6=	1740.000000
L_1_7=	0.000000	U_1_7=	1160.000000
L_2_7=	0.000000	U_2_7=	435.000000
L_3_7=	0.000000	U_3_7=	622.500000
L_4_7=	0.000000	U_4_7=	2320.000000
L_5_7=	0.000000	U_5_7=	2320.000000
L_6_7=	0.000000	U_6_7=	580.000000
L_7_7=	0.000000	U_7_7=	1450.000000
L_8_7=	0.000000	U_8_7=	520.000000
L_9_7=	0.000000	U_9_7=	870.000000
L_10_7=	0.000000	U_10_7=	1450.000000
L_1_8=	0.000000	U_1_8=	928.000000
L_2_8=	0.000000	U_2_8=	348.000000
L_3_8=	0.000000	U_3_8=	498.000000
L_4_8=	0.000000	U_4_8=	1856.000000
L_5_8=	0.000000	U_5_8=	1856.000000
L_6_8=	0.000000	U_6_8=	464.000000
L_7_8=	0.000000	U_7_8=	1160.000000
L_8_8=	0.000000	U_8_8=	416.000000
L_9_8=	0.000000	U_9_8=	696.000000
L_10_8=	0.000000	U_10_8=	1160.000000
L_1_9=	0.000000	U_1_9=	696.000000
L_2_9=	0.000000	U_2_9=	261.000000
L_3_9=	0.000000	U_3_9=	373.500000
L_4_9=	0.000000	U_4_9=	1392.000000
L_5_9=	0.000000	U_5_9=	1392.000000
L_6_9=	0.000000	U_6_9=	348.000000
L_7_9=	0.000000	U_7_9=	870.000000
L_8_9=	0.000000	U_8_9=	312.000000
L_9_9=	0.000000	U_9_9=	522.000000
